emp_no,title,first_name,last_name,birth_date,from_date,to_date
280291,Staff,Lenore,Badache,1965-01-26,1998-11-24,9999-01-01
280420,Senior Staff,Jahangir,Hofting,1965-01-31,1986-09-28,9999-01-01
280525,Staff,Kish,Herbst,1965-01-13,1996-08-18,9999-01-01
280648,Senior Engineer,Heeju,Lorys,1965-01-04,1986-12-27,9999-01-01
281570,Assistant Engineer,Zijian,Covnot,1965-01-08,1994-09-13,9999-01-01
281692,Senior Engineer,Khosrow,Sommen,1965-01-06,1990-03-03,9999-01-01
281848,Senior Engineer,Parke,Staylopatis,1965-01-29,1993-07-31,9999-01-01
281859,Senior Engineer,Masanao,Papastamatiou,1965-01-17,1985-11-25,9999-01-01
282191,Engineer,Alper,Shinomoto,1965-01-16,1997-10-20,9999-01-01
282333,Senior Staff,Nahla,Serdy,1965-01-25,1993-09-09,9999-01-01
282343,Senior Staff,Xinglin,Haldar,1965-01-13,1988-07-20,9999-01-01
282547,Engineer,Nahum,Codenie,1965-01-18,1999-06-14,9999-01-01
282585,Staff,Zijian,Lammel,1965-01-03,1996-07-01,9999-01-01
282894,Senior Engineer,Fay,Bellmore,1965-01-05,1989-05-03,9999-01-01
284300,Senior Staff,Ishfaq,Mahmud,1965-01-22,1991-11-29,9999-01-01
284431,Senior Staff,Pintsang,Fujisawa,1965-01-25,1996-04-16,9999-01-01
284561,Senior Engineer,Duri,Beznosov,1965-01-03,1988-02-15,9999-01-01
284687,Senior Engineer,Oksana,Redmiles,1965-01-15,1985-06-22,9999-01-01
284691,Senior Engineer,Theron,Ressouche,1965-01-04,1988-08-17,9999-01-01
284711,Senior Engineer,Martijn,Azevdeo,1965-01-21,1988-02-10,9999-01-01
284717,Senior Engineer,Gal,Ranta,1965-01-11,1992-11-07,9999-01-01
284856,Senior Engineer,Moto,Kobara,1965-01-05,1991-12-12,9999-01-01
284954,Engineer,Anneke,Hammerschmidt,1965-01-16,1996-01-30,9999-01-01
285164,Staff,Xiaocheng,Kumaresan,1965-01-02,1994-10-03,9999-01-01
285396,Senior Engineer,Lena,Kohling,1965-01-27,1986-10-04,9999-01-01
285905,Senior Staff,Kellyn,Bage,1965-01-09,1994-11-04,9999-01-01
285906,Engineer,Arnould,Buescher,1965-01-02,1998-03-26,9999-01-01
286026,Senior Staff,Utpal,Zaumen,1965-01-21,1991-02-25,9999-01-01
286029,Staff,Jaques,Nanard,1965-01-28,1996-07-16,9999-01-01
286370,Senior Staff,Toshimitsu,Seuren,1965-01-06,1995-01-19,9999-01-01
286452,Engineer,Behnaam,Bierbaum,1965-01-26,1999-01-31,9999-01-01
286573,Senior Engineer,Nahum,Nishimukai,1965-01-27,1991-02-02,1994-07-29
286573,Senior Engineer,Nahum,Nishimukai,1965-01-27,1994-07-29,9999-01-01
286779,Engineer,Sigeru,Versino,1965-01-24,1998-08-31,9999-01-01
286986,Senior Engineer,Woody,Trelles,1965-01-01,1996-05-23,9999-01-01
287323,Staff,Steve,Dengi,1965-02-01,1999-09-15,9999-01-01
287327,Senior Staff,Youjian,Felder,1965-01-13,1993-07-15,9999-01-01
287334,Engineer,Elliott,Speer,1965-01-05,1998-08-08,9999-01-01
287482,Senior Engineer,Shigeaki,Gihr,1965-01-01,1994-03-18,9999-01-01
287583,Senior Engineer,Jovan,Hockney,1965-01-18,1990-06-21,9999-01-01
287609,Senior Engineer,Sailaja,Negoita,1965-01-06,1988-01-20,9999-01-01
287713,Senior Staff,Aamod,Ranka,1965-01-23,1992-12-07,9999-01-01
287808,Technique Leader,Vidar,Ozeki,1965-01-09,1996-06-17,9999-01-01
287983,Senior Staff,Randi,Munos,1965-01-23,1990-09-07,9999-01-01
287984,Senior Engineer,Troy,Kobuchi,1965-01-09,1991-02-12,9999-01-01
288028,Senior Engineer,Kauko,Narwekar,1965-01-22,1985-12-16,9999-01-01
288142,Senior Staff,Shay,Heystek,1965-01-25,1989-04-01,9999-01-01
288166,Staff,Masoud,Asmuth,1965-01-11,1994-09-05,9999-01-01
288560,Senior Staff,Yifei,Birjandi,1965-01-16,1994-02-07,9999-01-01
288563,Senior Engineer,Cristinel,Gerlach,1965-01-02,1996-01-09,9999-01-01
288606,Senior Staff,Susumu,Swiss,1965-01-21,1991-11-15,9999-01-01
288665,Senior Engineer,Horward,Khasidashvili,1965-01-31,1998-11-19,9999-01-01
288893,Senior Engineer,Bedrich,Rosenbaum,1965-01-30,1991-01-27,9999-01-01
289454,Senior Engineer,Bowen,Narwekar,1965-01-20,1985-03-08,9999-01-01
289687,Senior Staff,Fai,Maccarone,1965-01-31,1985-10-30,9999-01-01
289807,Senior Staff,Soenke,Lemarechal,1965-01-04,1994-09-04,9999-01-01
289909,Senior Staff,Hilari,Vecchio,1965-01-09,1993-04-24,9999-01-01
290009,Senior Staff,Zijian,Rindone,1965-01-22,1989-07-09,9999-01-01
290075,Senior Staff,Boalin,Byoun,1965-01-15,1990-10-01,9999-01-01
290284,Engineer,Kwangjo,Menhardt,1965-01-08,1996-01-11,9999-01-01
290441,Senior Staff,Gregory,Collavizza,1965-01-25,1987-09-09,9999-01-01
290467,Senior Staff,Shaowen,Poulakidas,1965-01-29,1987-04-15,9999-01-01
290478,Engineer,Tsvetan,Sherertz,1965-01-03,1989-08-07,9999-01-01
290563,Senior Engineer,Shigehiro,Oxenboll,1965-01-09,1986-02-26,9999-01-01
290769,Senior Engineer,Lalit,Blokdijk,1965-01-26,1999-02-01,9999-01-01
291352,Technique Leader,Danai,Trelles,1965-01-07,1992-04-17,1997-08-26
291352,Technique Leader,Danai,Trelles,1965-01-07,1997-08-26,9999-01-01
291612,Engineer,Siamak,Gomatam,1965-01-30,1998-07-08,9999-01-01
291669,Engineer,Faiza,Bach,1965-01-04,1999-09-13,9999-01-01
292110,Senior Engineer,Menkae,Showalter,1965-01-23,1996-08-09,9999-01-01
292146,Engineer,Khatoun,Pulkowski,1965-01-09,1998-01-11,2002-01-09
292146,Engineer,Khatoun,Pulkowski,1965-01-09,2002-01-09,9999-01-01
292210,Senior Engineer,Masaru,Huhdanpaa,1965-01-17,1996-11-23,9999-01-01
292404,Senior Staff,Hongzue,Zultner,1965-01-28,1990-02-22,9999-01-01
292504,Senior Engineer,Georgi,Bednarek,1965-01-27,1994-03-02,9999-01-01
292515,Engineer,Bernd,Thummel,1965-01-04,1989-08-03,9999-01-01
292828,Senior Engineer,Ziya,Tokunaga,1965-01-10,1986-01-08,9999-01-01
293080,Senior Staff,Hideyuki,Slaats,1965-01-12,1987-05-30,9999-01-01
293154,Senior Staff,Syozo,Maliniak,1965-01-21,1992-11-09,1993-06-06
293154,Senior Staff,Syozo,Maliniak,1965-01-21,1993-06-06,9999-01-01
293280,Senior Engineer,Moti,Steenbeek,1965-01-24,1987-01-22,9999-01-01
293329,Senior Engineer,Fumiya,Griswold,1965-01-15,1986-06-12,9999-01-01
293746,Senior Engineer,Sanjay,Litecky,1965-01-25,1995-08-27,9999-01-01
293752,Senior Staff,Jungsoon,Bail,1965-01-04,1986-02-18,9999-01-01
294144,Senior Staff,Takanari,Ermel,1965-01-09,1992-01-11,9999-01-01
294241,Senior Staff,Marl,Fiebach,1965-01-12,1994-07-26,9999-01-01
294446,Staff,Claudi,Ruemmler,1965-01-27,1999-08-13,9999-01-01
294461,Senior Engineer,Siddarth,Rosiles,1965-01-14,1985-11-18,9999-01-01
294527,Senior Staff,Ashish,Candan,1965-01-04,1992-02-02,9999-01-01
294652,Senior Engineer,Hironobu,Brodie,1965-01-27,1985-09-17,1998-12-21
294652,Senior Engineer,Hironobu,Brodie,1965-01-27,1998-12-21,9999-01-01
294791,Assistant Engineer,Vesna,Lammel,1965-01-28,1999-10-08,9999-01-01
294857,Senior Engineer,Caolyn,Ozeri,1965-01-15,1986-07-29,9999-01-01
295030,Senior Staff,Fun,Keirsey,1965-01-01,1985-07-09,9999-01-01
295236,Senior Engineer,Kauko,Fujisawa,1965-01-24,1987-09-13,9999-01-01
295254,Senior Staff,Xuejun,Pfau,1965-01-15,1985-07-24,9999-01-01
295255,Technique Leader,Jacopo,Bellone,1965-01-04,1988-03-13,9999-01-01
295262,Assistant Engineer,Moon,Pews,1965-01-22,1994-08-06,9999-01-01
295268,Senior Staff,Eben,Calkin,1965-01-28,1996-12-19,9999-01-01
295278,Senior Engineer,Val,Barvinok,1965-01-04,1990-01-02,9999-01-01
295411,Staff,Chiranjit,Serot,1965-01-18,1997-04-04,9999-01-01
295857,Senior Staff,Kankanahalli,Ciolek,1965-01-17,1989-12-26,9999-01-01
296062,Staff,Shaz,Driscoll,1965-01-29,1998-10-03,9999-01-01
296303,Technique Leader,Mariangiola,Heyers,1965-01-28,1992-08-04,9999-01-01
296428,Senior Staff,Charmane,Simmen,1965-01-03,1989-03-07,9999-01-01
296664,Senior Engineer,Dipayan,Geffroy,1965-01-31,1987-09-17,9999-01-01
296687,Senior Staff,Palash,Spieker,1965-01-02,1991-05-11,9999-01-01
296718,Senior Engineer,Kamakshi,Bahl,1965-01-30,1987-12-22,9999-01-01
297232,Senior Staff,Lokesh,Saoudi,1965-01-16,1999-05-25,9999-01-01
297431,Senior Staff,Cathie,Ratnakar,1965-01-12,1996-06-23,9999-01-01
297474,Staff,Irena,Terkki,1965-01-13,1998-03-11,9999-01-01
297905,Assistant Engineer,Marc,Bahl,1965-01-12,1997-06-18,9999-01-01
297954,Assistant Engineer,Sailaja,Fujisaki,1965-01-13,1995-07-24,9999-01-01
298339,Senior Engineer,King,Benzmuller,1965-01-11,1986-09-04,9999-01-01
298577,Senior Staff,Florina,Litecky,1965-01-11,1985-12-02,9999-01-01
298953,Staff,Zita,Syang,1965-02-01,1998-12-29,9999-01-01
299346,Senior Staff,Fumitake,Sichman,1965-01-09,1991-02-21,9999-01-01
299580,Engineer,Luisa,Itzfeldt,1965-01-21,1997-01-23,9999-01-01
299718,Senior Staff,Denny,Shobatake,1965-01-15,1997-06-22,9999-01-01
299737,Senior Staff,Patricio,Itzfeldt,1965-02-01,1985-05-21,9999-01-01
400046,Senior Staff,Hilari,Christ,1965-01-12,1991-01-19,1996-10-07
400046,Senior Staff,Hilari,Christ,1965-01-12,1996-10-07,9999-01-01
400358,Senior Engineer,Angus,Jullig,1965-01-31,1989-04-13,9999-01-01
400683,Staff,Kamakshi,Manders,1965-01-28,1995-08-05,9999-01-01
400780,Engineer,Poornachandra,Asser,1965-01-09,1993-11-07,9999-01-01
400796,Engineer,Bodo,Halevi,1965-01-10,1996-05-30,9999-01-01
401154,Senior Staff,Danae,Kragelund,1965-01-27,1987-05-20,9999-01-01
401278,Engineer,Oguz,Schurmann,1965-01-16,1986-11-11,9999-01-01
401333,Senior Engineer,Martins,Shokrollahi,1965-01-30,1986-11-04,9999-01-01
401420,Senior Staff,Florian,Uhrig,1965-01-06,1987-01-31,9999-01-01
401574,Technique Leader,Yannik,Falco,1965-01-13,1988-01-15,9999-01-01
402025,Senior Engineer,Shigehito,Duclos,1965-01-20,1987-09-20,9999-01-01
402102,Engineer,Kersti,Granlund,1965-01-21,1995-03-19,9999-01-01
402664,Senior Engineer,Subhada,Janetzko,1965-01-04,1987-01-25,9999-01-01
402718,Senior Engineer,Jeanna,Rettelbach,1965-01-17,1990-02-14,9999-01-01
402827,Senior Staff,Weidon,Pollacia,1965-01-28,1988-02-27,2002-03-24
402827,Senior Staff,Weidon,Pollacia,1965-01-28,2002-03-24,9999-01-01
403010,Senior Engineer,Toshimitsu,Sluis,1965-01-16,1985-02-18,9999-01-01
403621,Senior Staff,Deborah,Kaminger,1965-01-07,1988-06-04,9999-01-01
403644,Senior Staff,Krisda,Hainaut,1965-01-19,1995-07-08,9999-01-01
403954,Senior Engineer,Jeanna,Bratten,1965-01-10,1990-07-26,9999-01-01
404018,Senior Engineer,Valery,Babb,1965-01-11,1998-10-19,9999-01-01
404236,Senior Engineer,Zengping,Kakkar,1965-01-12,1988-07-22,9999-01-01
404462,Senior Engineer,Anestis,Setlzner,1965-01-09,1985-07-13,9999-01-01
404573,Staff,Eberhardt,Spelt,1965-01-31,1997-07-05,9999-01-01
404755,Senior Staff,Manu,Junet,1965-01-13,1991-04-20,9999-01-01
404788,Engineer,Basem,Beausoleil,1965-01-16,1998-03-16,9999-01-01
405015,Senior Staff,Morris,Fargier,1965-01-02,1988-06-29,9999-01-01
405063,Senior Engineer,Yechezkel,Yurov,1965-01-26,1998-11-30,2001-11-16
405063,Senior Engineer,Yechezkel,Yurov,1965-01-26,2001-11-16,9999-01-01
406125,Technique Leader,Georgi,Portugali,1965-01-25,1987-09-27,9999-01-01
406239,Senior Engineer,Marek,Tomescu,1965-01-09,1995-05-15,9999-01-01
406564,Engineer,Parviz,Picco,1965-01-25,1995-04-16,9999-01-01
406714,Senior Staff,Malu,Ossenbruggen,1965-02-01,1986-11-21,9999-01-01
406847,Staff,Alexius,Crouzet,1965-01-24,1999-10-05,9999-01-01
407522,Staff,Tommaso,Raczkowsky,1965-01-25,1996-08-29,9999-01-01
407837,Senior Engineer,Fei,Erez,1965-02-01,1986-10-15,1988-04-02
407837,Senior Engineer,Fei,Erez,1965-02-01,1988-04-02,9999-01-01
408019,Senior Engineer,Shridhar,Chleq,1965-01-01,1986-03-22,9999-01-01
408114,Engineer,Geoffrey,Ladret,1965-01-05,1994-01-03,9999-01-01
408163,Senior Engineer,Irene,Sethi,1965-01-21,1996-09-06,2000-08-12
408163,Senior Engineer,Irene,Sethi,1965-01-21,2000-08-12,9999-01-01
408417,Staff,Tsz,Daescu,1965-01-19,1994-01-29,1994-09-28
408417,Staff,Tsz,Daescu,1965-01-19,1994-09-28,9999-01-01
408437,Senior Staff,Uno,Solares,1965-01-29,1994-09-22,9999-01-01
408447,Senior Staff,Mayuri,Werthner,1965-01-13,1990-08-19,2001-02-20
408447,Senior Staff,Mayuri,Werthner,1965-01-13,2001-02-20,9999-01-01
408654,Senior Staff,Yongqiao,Cochrane,1965-01-09,1986-10-27,9999-01-01
408953,Senior Engineer,Jolita,Claffy,1965-01-26,1993-12-24,9999-01-01
409391,Engineer,Willard,Verspoor,1965-01-06,1999-02-28,9999-01-01
409798,Technique Leader,Dekang,Tsunoo,1965-01-15,1995-01-19,9999-01-01
409805,Senior Engineer,Frazer,Candan,1965-01-15,1999-03-05,9999-01-01
409898,Senior Engineer,Divier,Ishibashi,1965-02-01,1989-09-22,9999-01-01
410028,Senior Staff,Xiadong,McClurg,1965-01-11,1985-09-17,9999-01-01
410372,Senior Engineer,Duri,Mitina,1965-01-08,1990-03-04,9999-01-01
410433,Senior Engineer,Kazuhisa,Riesenhuber,1965-01-19,1992-10-06,9999-01-01
410616,Senior Engineer,Gudjon,Kalorkoti,1965-01-18,1994-04-14,9999-01-01
410804,Senior Engineer,Ronnie,Denos,1965-01-17,1992-06-08,9999-01-01
410881,Senior Engineer,Koichi,Grabner,1965-01-06,1990-04-24,2000-04-05
410881,Senior Engineer,Koichi,Grabner,1965-01-06,2000-04-05,9999-01-01
411070,Senior Engineer,Otmar,Brandsma,1965-01-29,1987-05-28,9999-01-01
411082,Senior Engineer,Martine,Cangellaris,1965-01-08,1992-04-28,9999-01-01
411143,Senior Staff,Goncalo,Barbanera,1965-01-08,1996-09-01,9999-01-01
412404,Senior Engineer,Mitsuyuki,Jeansoulin,1965-01-15,1999-10-28,9999-01-01
412757,Engineer,Leen,Peak,1965-01-03,1999-11-20,9999-01-01
413098,Senior Staff,Hsiangchu,Taubenfeld,1965-01-26,1993-04-17,9999-01-01
413205,Senior Staff,Mototsugu,Prampolini,1965-01-09,1988-06-12,9999-01-01
413666,Senior Staff,Remco,Duclos,1965-01-05,1988-04-18,9999-01-01
413729,Technique Leader,Harjit,Ernst,1965-01-02,1992-04-26,9999-01-01
413831,Senior Staff,Mohamadou,Grabner,1965-01-09,1991-11-25,9999-01-01
413832,Senior Staff,Marco,Jahnichen,1965-01-24,1995-03-28,9999-01-01
414027,Senior Engineer,Tadanori,Msuda,1965-01-31,1988-11-06,1993-02-20
414027,Senior Engineer,Tadanori,Msuda,1965-01-31,1993-02-20,9999-01-01
414091,Engineer,Wuxu,Kuhnemann,1965-01-17,1997-08-19,9999-01-01
414543,Senior Engineer,Bernd,Anick,1965-01-03,1988-11-19,9999-01-01
414551,Senior Engineer,Elliott,Copas,1965-01-22,1994-09-13,9999-01-01
414662,Senior Engineer,Ipke,Schneeberger,1965-01-21,1985-09-20,9999-01-01
414714,Senior Staff,Chinho,Delgrande,1965-01-06,1996-11-07,9999-01-01
414814,Staff,Dayanand,Wielonsky,1965-01-28,1999-02-15,1999-02-28
414814,Staff,Dayanand,Wielonsky,1965-01-28,1999-02-28,9999-01-01
414897,Senior Staff,Juyoung,Willoner,1965-01-17,1989-11-03,9999-01-01
415187,Assistant Engineer,Juyoung,Peltason,1965-01-03,1998-09-01,9999-01-01
415338,Assistant Engineer,Shigeo,Emmart,1965-01-22,1995-12-24,9999-01-01
415363,Senior Staff,Conal,Shackell,1965-01-19,1986-01-25,1995-02-23
415363,Senior Staff,Conal,Shackell,1965-01-19,1995-02-23,9999-01-01
415563,Senior Engineer,Mrinalini,Bierbaum,1965-01-21,1986-03-12,9999-01-01
416074,Senior Engineer,Alain,Lieberherr,1965-01-08,1987-05-11,9999-01-01
416383,Senior Engineer,Nectarios,Itschner,1965-01-29,1990-03-02,9999-01-01
416420,Senior Staff,Adamantios,Heemskerk,1965-01-22,1986-08-08,9999-01-01
416492,Senior Engineer,Kannan,Meriste,1965-01-15,1992-08-12,9999-01-01
416660,Senior Engineer,Nathalie,Luke,1965-01-28,1987-09-16,9999-01-01
416720,Senior Engineer,Tokuyasu,Xiaoshan,1965-01-14,1991-09-19,9999-01-01
416877,Senior Staff,Gio,Orsini,1965-01-02,1988-12-07,9999-01-01
416892,Engineer,Shooichi,Vandervoorde,1965-01-03,1996-08-16,9999-01-01
417435,Senior Staff,Bouchung,Zaumen,1965-01-03,1999-01-29,9999-01-01
418239,Senior Engineer,Josyula,Motley,1965-01-03,1992-09-05,1996-03-26
418239,Senior Engineer,Josyula,Motley,1965-01-03,1996-03-26,9999-01-01
418247,Senior Staff,Oscar,Oppitz,1965-01-08,1995-06-30,2002-07-27
418247,Senior Staff,Oscar,Oppitz,1965-01-08,2002-07-27,9999-01-01
418298,Senior Engineer,Arvin,Pusterhofer,1965-01-08,1995-03-02,9999-01-01
418309,Senior Engineer,Danel,Petereit,1965-01-24,1985-02-21,9999-01-01
418380,Senior Engineer,Kazuhiko,Gornas,1965-01-02,1993-05-20,9999-01-01
418566,Senior Engineer,Kazuhide,Snedden,1965-01-27,1996-06-14,9999-01-01
418606,Engineer,Michaela,Otillio,1965-01-11,1994-01-05,9999-01-01
418717,Senior Staff,Arunachalam,Magliocco,1965-01-20,1987-12-23,9999-01-01
418860,Senior Staff,Ymte,Dalton,1965-02-01,1992-11-22,9999-01-01
419099,Staff,Heon,Broomell,1965-01-15,1998-05-06,9999-01-01
419953,Senior Staff,Ung,Orlowski,1965-01-29,1991-07-22,9999-01-01
420086,Senior Engineer,Susuma,Kitsuregawa,1965-01-27,1985-05-28,9999-01-01
420476,Senior Staff,Mariangiola,Bolsens,1965-01-28,1985-06-15,9999-01-01
420557,Senior Staff,Mabhin,Eastman,1965-01-06,1989-08-02,9999-01-01
420694,Senior Staff,Frazer,Barbanera,1965-01-19,1986-11-04,9999-01-01
420732,Senior Staff,Willard,Morrin,1965-01-06,1996-05-27,9999-01-01
420759,Staff,Raimond,Solovay,1965-01-04,1997-10-03,9999-01-01
420765,Senior Staff,Shawna,Krider,1965-01-17,1990-03-09,9999-01-01
420877,Senior Staff,Khosrow,Erez,1965-01-29,1990-02-11,9999-01-01
421022,Senior Staff,Shigeaki,Butner,1965-01-26,1996-07-13,9999-01-01
421033,Senior Staff,Garnik,Randt,1965-01-14,1989-12-23,9999-01-01
421074,Senior Staff,Zhaofang,Falster,1965-01-07,1994-06-29,9999-01-01
421312,Engineer,Mariangiola,Bashian,1965-01-13,1999-09-18,9999-01-01
421384,Senior Staff,Renny,Bednarek,1965-01-02,1987-06-01,9999-01-01
421755,Senior Engineer,Shichao,Thiria,1965-01-03,1989-01-11,9999-01-01
422146,Engineer,Kenton,Miara,1965-01-08,1999-05-14,2002-03-13
422146,Engineer,Kenton,Miara,1965-01-08,2002-03-13,9999-01-01
422783,Engineer,Jagoda,Uhrig,1965-01-18,1995-09-01,9999-01-01
423038,Senior Staff,Takushi,Strehl,1965-01-20,1988-10-04,9999-01-01
423204,Senior Staff,Uma,Stranks,1965-01-08,1991-09-13,9999-01-01
423208,Engineer,Joydip,Krone,1965-01-19,1995-02-08,9999-01-01
423214,Senior Staff,Tsutomu,Tetzlaff,1965-01-31,1987-09-24,9999-01-01
423327,Senior Staff,Constantijn,Lichtman,1965-01-27,1994-06-26,9999-01-01
423350,Senior Staff,Heping,Monarch,1965-01-04,1988-04-15,9999-01-01
423633,Senior Engineer,Mariusz,Tokunaga,1965-01-30,1985-02-11,9999-01-01
423993,Technique Leader,Seshu,Kolvik,1965-01-01,1988-12-09,9999-01-01
424569,Engineer,Danco,Luff,1965-01-14,1997-10-30,9999-01-01
424584,Senior Engineer,Kagan,Dredge,1965-02-01,1994-02-26,9999-01-01
424685,Senior Staff,Changho,Veevers,1965-01-10,1997-03-03,9999-01-01
424797,Senior Staff,Theron,Itschner,1965-01-19,1985-05-16,9999-01-01
424805,Senior Staff,Jacqueline,Zallocco,1965-01-24,1987-12-17,9999-01-01
424930,Senior Staff,Xuejun,Reeker,1965-01-19,1988-11-18,9999-01-01
424984,Engineer,Vasilis,Waleschkowski,1965-01-11,1996-05-26,9999-01-01
425437,Engineer,Moni,Staudhammer,1965-01-03,1999-03-23,9999-01-01
425535,Senior Staff,Alagu,Vieri,1965-01-18,1986-08-23,9999-01-01
425540,Senior Staff,Paddy,Zumaque,1965-01-03,1995-11-12,9999-01-01
425757,Senior Staff,Yongdong,Jiang,1965-01-18,1990-10-13,1995-01-31
425757,Senior Staff,Yongdong,Jiang,1965-01-18,1995-01-31,9999-01-01
425780,Senior Staff,Paris,Range,1965-01-15,1989-10-25,9999-01-01
425830,Engineer,Guther,Conia,1965-01-30,1999-02-13,9999-01-01
425875,Senior Staff,Jahangir,Kroft,1965-01-19,1990-06-11,9999-01-01
426153,Senior Staff,Shahaf,Luce,1965-01-16,1999-04-06,9999-01-01
426168,Senior Staff,Kaijung,Mateescu,1965-01-10,1987-11-18,9999-01-01
426228,Engineer,Supot,Badache,1965-01-17,1996-08-17,9999-01-01
426235,Senior Staff,Danco,Rajala,1965-01-31,1991-03-29,9999-01-01
426644,Senior Engineer,Zejun,Broomell,1965-01-13,1995-01-19,9999-01-01
426706,Senior Engineer,Karsten,Kawashima,1965-01-07,1994-03-15,9999-01-01
426795,Senior Staff,Huican,Lunn,1965-01-07,1986-07-23,9999-01-01
426818,Senior Staff,Gaurav,Fendler,1965-01-21,1992-02-15,9999-01-01
426819,Engineer,Sandeepan,Kulisch,1965-01-13,1997-05-16,9999-01-01
426824,Senior Staff,Gopalakrishnan,Mawatari,1965-01-25,1988-10-29,1997-12-07
426824,Senior Staff,Gopalakrishnan,Mawatari,1965-01-25,1997-12-07,9999-01-01
426958,Senior Engineer,Weijing,Viele,1965-01-19,1985-10-03,9999-01-01
427313,Senior Staff,Utpal,Kemmerer,1965-01-31,1986-12-04,9999-01-01
427320,Senior Engineer,Mamdouh,Ramamoorthy,1965-01-13,2000-01-13,9999-01-01
427332,Staff,Feiyu,Hemaspaandra,1965-01-20,1995-06-04,9999-01-01
427571,Senior Engineer,Torsten,Ranta,1965-01-20,1987-12-11,1995-07-03
427571,Senior Engineer,Torsten,Ranta,1965-01-20,1995-07-03,9999-01-01
427776,Senior Staff,Jaques,Navazio,1965-01-25,1989-04-04,9999-01-01
427805,Senior Staff,Haldun,Compeau,1965-01-21,1997-10-15,9999-01-01
427823,Staff,Jaques,Gecsei,1965-01-18,1999-07-13,9999-01-01
427852,Senior Engineer,Adil,Kieras,1965-01-02,1992-07-20,9999-01-01
428082,Senior Staff,Ronghao,Alpin,1965-01-09,1991-09-11,9999-01-01
428160,Senior Staff,Jamaludin,Kalorkoti,1965-01-12,1993-07-14,1998-09-06
428160,Senior Staff,Jamaludin,Kalorkoti,1965-01-12,1998-09-06,9999-01-01
428195,Senior Staff,Hatsukazu,Rosca,1965-01-11,1986-10-13,1993-08-02
428195,Senior Staff,Hatsukazu,Rosca,1965-01-11,1993-08-02,9999-01-01
428219,Senior Staff,Ghassan,Androutsos,1965-01-21,1987-12-26,9999-01-01
428917,Senior Engineer,Theron,Billawala,1965-01-23,1989-02-17,9999-01-01
429087,Technique Leader,Hugh,Senzako,1965-01-27,1992-10-15,9999-01-01
429231,Senior Staff,Kazuyasu,Schmiedel,1965-01-09,1985-09-07,9999-01-01
429238,Senior Staff,Mona,Luck,1965-01-29,1989-05-11,9999-01-01
429249,Senior Engineer,Alassane,Wolniewicz,1965-01-28,1986-10-06,1993-11-09
429249,Senior Engineer,Alassane,Wolniewicz,1965-01-28,1993-11-09,9999-01-01
429316,Senior Staff,Seshu,Hiraishi,1965-01-08,1994-08-10,9999-01-01
429381,Senior Staff,Limsoon,Roohalamini,1965-01-06,1986-11-26,9999-01-01
429481,Engineer,Subhada,Emmerich,1965-01-09,1996-03-06,9999-01-01
429520,Engineer,Yongqiao,Francisci,1965-01-06,1999-12-01,9999-01-01
429532,Senior Staff,Bartek,Vendrig,1965-01-25,1991-11-12,1992-06-06
429532,Senior Staff,Bartek,Vendrig,1965-01-25,1992-06-06,9999-01-01
429569,Engineer,Fumiya,Chappelet,1965-01-03,1992-09-03,9999-01-01
429703,Senior Staff,Ung,Honglei,1965-01-06,1986-09-02,9999-01-01
429899,Staff,Ranan,Marsiglia,1965-01-30,1999-08-13,9999-01-01
429954,Staff,Renny,Gladwell,1965-01-26,1999-02-27,9999-01-01
430054,Senior Engineer,Erzsebet,Setiz,1965-01-22,1993-06-10,9999-01-01
430558,Senior Engineer,Xiong,Roisin,1965-01-07,1988-03-01,9999-01-01
430593,Senior Staff,Janalee,Lanzelotte,1965-01-19,1997-12-01,9999-01-01
430631,Engineer,Kersti,Marsiglia,1965-01-17,1994-02-19,9999-01-01
430891,Senior Engineer,Khalil,Gien,1965-01-06,1991-08-06,9999-01-01
431576,Senior Staff,Masamitsu,Back,1965-01-06,1987-03-25,1993-04-12
431576,Senior Staff,Masamitsu,Back,1965-01-06,1993-04-12,9999-01-01
431657,Senior Engineer,Visit,Thiran,1965-01-31,1986-11-14,9999-01-01
431882,Engineer,Hideo,Varman,1965-01-21,1997-06-19,9999-01-01
431887,Senior Engineer,Poorav,Ranst,1965-01-05,1996-06-01,9999-01-01
432031,Senior Staff,Adamantios,Matzat,1965-01-11,1987-03-01,9999-01-01
432034,Senior Staff,Arfst,Uehara,1965-01-24,1993-11-15,1994-07-10
432034,Senior Staff,Arfst,Uehara,1965-01-24,1994-07-10,9999-01-01
432121,Senior Staff,Alair,Straney,1965-01-06,1986-11-15,9999-01-01
432257,Engineer,Kwangjo,Hiltgen,1965-01-20,1998-12-22,9999-01-01
432261,Senior Engineer,Arve,Bergere,1965-01-30,1987-07-28,9999-01-01
432399,Senior Engineer,Nitsan,Nollmann,1965-01-19,1990-09-10,1993-09-29
432399,Senior Engineer,Nitsan,Nollmann,1965-01-19,1993-09-29,9999-01-01
432523,Engineer,Takahiro,Maquelin,1965-01-21,1997-07-21,9999-01-01
432665,Senior Engineer,Flemming,Driscoll,1965-01-02,1991-06-28,1994-05-28
432665,Senior Engineer,Flemming,Driscoll,1965-01-02,1994-05-28,9999-01-01
432787,Senior Engineer,Toshiko,Ibel,1965-01-16,1996-11-23,9999-01-01
432956,Senior Staff,Qunsheng,Birrer,1965-01-25,1986-05-13,9999-01-01
